x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
12272.764648	9035.705078	11.000000	11.000000	0	92	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	13	1	0	0.000000	0.000000	0.000000	91	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12252.485352	8990.001953	11.000000	11.000000	0	93	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	14	1	0	0.000000	0.000000	0.000000	92	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12232.206055	8944.299805	11.000000	11.000000	0	94	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	15	1	0	0.000000	0.000000	0.000000	93	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12211.925781	8898.596680	11.000000	11.000000	0	95	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	16	1	0	0.000000	0.000000	0.000000	94	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12191.646484	8852.894531	11.000000	11.000000	0	96	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	17	1	0	0.000000	0.000000	0.000000	95	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12171.367188	8807.191406	11.000000	11.000000	0	97	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	18	1	0	0.000000	0.000000	0.000000	96	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12151.086914	8761.488281	11.000000	11.000000	0	98	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	19	1	0	0.000000	0.000000	0.000000	97	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12130.807617	8715.786133	11.000000	11.000000	0	99	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	20	1	0	0.000000	0.000000	0.000000	98	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12110.528320	8670.083008	11.000000	11.000000	0	100	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	21	1	0	0.000000	0.000000	0.000000	99	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12090.248047	8624.380859	11.000000	11.000000	0	101	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	22	1	0	0.000000	0.000000	0.000000	100	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12069.968750	8578.677734	11.000000	11.000000	0	102	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	23	1	0	0.000000	0.000000	0.000000	101	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12049.689453	8532.975586	11.000000	11.000000	0	103	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	24	1	0	0.000000	0.000000	0.000000	102	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12029.409180	8487.272461	11.000000	11.000000	0	104	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	25	1	0	0.000000	0.000000	0.000000	103	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12009.129883	8441.570313	11.000000	11.000000	0	105	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	26	1	0	0.000000	0.000000	0.000000	104	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11988.850586	8395.867188	11.000000	11.000000	0	106	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	27	1	0	0.000000	0.000000	0.000000	105	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11968.570313	8350.164063	11.000000	11.000000	0	107	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	28	1	0	0.000000	0.000000	0.000000	106	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11948.291016	8304.461914	11.000000	11.000000	0	108	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	29	1	0	0.000000	0.000000	0.000000	107	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11928.011719	8258.758789	11.000000	11.000000	0	109	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	30	1	0	0.000000	0.000000	0.000000	108	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11907.731445	8213.056641	11.000000	11.000000	0	110	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	31	1	0	0.000000	0.000000	0.000000	109	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
